category,k,r,band95,any_lag_band95,p_shift,outside
lev_money,-2,0.08780709824348268,0.06911533711696798,0.09819670072404203,0.010994502748625687,True
lev_money,-1,0.11849671452998975,0.06504931652918909,0.09819670072404203,0.0004997501249375312,True
lev_money,0,0.2797700497380761,0.06804335819576766,0.09819670072404203,0.0004997501249375312,True
lev_money,1,0.032237208831345246,0.06502626775803967,0.09819670072404203,0.3818090954522739,False
lev_money,2,0.07828115409256102,0.06479305781384014,0.09819670072404203,0.022488755622188907,True
lev_money,3,0.08583197604383223,0.06360385273439761,0.09819670072404203,0.013993003498250875,True
lev_money,4,0.034852766405194385,0.06734711213402517,0.09819670072404203,0.3553223388305847,False
lev_money,5,0.10093200190105667,0.06741725031101059,0.09819670072404203,0.001999000499750125,True
lev_money,6,0.02240585536517657,0.06818308423700341,0.09819670072404203,0.5857071464267866,False
lev_money,7,0.09260713986650992,0.06630850389126774,0.09819670072404203,0.008995502248875561,True
lev_money,8,0.008454514578320136,0.07139617903588934,0.09819670072404203,0.8195902048975512,False
other_rept,-8,0.09132035530245122,0.08817584680129077,0.18113740984347995,0.04397801099450275,True
other_rept,-7,0.038912364289938696,0.0894316001727781,0.18113740984347995,0.3938030984507746,False
other_rept,-6,0.09078507680280168,0.08931167413304582,0.18113740984347995,0.041979010494752625,True
other_rept,-5,0.1517628092606245,0.08963486052415606,0.18113740984347995,0.004997501249375313,True
other_rept,-4,0.11488210625081852,0.09127747864790818,0.18113740984347995,0.02148925537231384,True
other_rept,-3,0.10398226044420514,0.08933558222451658,0.18113740984347995,0.03498250874562719,True
other_rept,-2,0.10786381327554875,0.09124578135965668,0.18113740984347995,0.026986506746626688,True
other_rept,-1,0.09592490177880897,0.08851579238023512,0.18113740984347995,0.0399800099950025,True
other_rept,0,0.16716136965102296,0.0915775656262112,0.18113740984347995,0.001999000499750125,True
other_rept,1,0.05313197285114925,0.09281121450899424,0.18113740984347995,0.25337331334332835,False
other_rept,2,0.0506961003839871,0.09075339360037768,0.18113740984347995,0.2413793103448276,False
other_rept,3,0.08149766783468074,0.09003210178660515,0.18113740984347995,0.07646176911544228,False
other_rept,4,0.07399848236871737,0.09450264138107296,0.18113740984347995,0.11794102948525736,False
other_rept,5,0.05712310317254649,0.10039068294023466,0.18113740984347995,0.23488255872063968,False
other_rept,6,0.034970899097785536,0.09476611726939704,0.18113740984347995,0.47626186906546725,False
other_rept,7,0.08678726956144195,0.09424945326234055,0.18113740984347995,0.057971014492753624,False
other_rept,8,0.017800374164910905,0.09464984154321317,0.18113740984347995,0.719640179910045,False
nonrept,-8,0.01745701663847932,0.06632052031955463,0.10238958530418511,0.617191404297851,False
nonrept,-7,0.06430400412739719,0.06641863442467327,0.10238958530418511,0.06196901549225387,False
nonrept,-6,0.051931049034795944,0.06920755120286577,0.10238958530418511,0.1724137931034483,False
nonrept,-5,0.07257094925698014,0.06926529953846793,0.10238958530418511,0.033483258370814596,True
nonrept,-4,0.07537288460399443,0.06861644613239766,0.10238958530418511,0.025487256371814093,True
nonrept,-3,-0.020534192480270507,0.06746956051913679,0.10238958530418511,0.5757121439280359,False
nonrept,-2,0.15852336858481375,0.066772823147198,0.10238958530418511,0.0004997501249375312,True
nonrept,-1,0.13063209480316962,0.06680541811113969,0.10238958530418511,0.0004997501249375312,True
nonrept,0,0.17566858015060183,0.06712709313878822,0.10238958530418511,0.0004997501249375312,True
nonrept,1,0.026560164107423075,0.06712709313878822,0.10238958530418511,0.47976011994003,False
nonrept,2,0.0831991239581424,0.0663302955593826,0.10238958530418511,0.010994502748625687,True
nonrept,3,0.06561677707503849,0.06631139751436711,0.10238958530418511,0.05847076461769116,False
nonrept,4,-0.016648963045641067,0.06650020838436686,0.10238958530418511,0.6551724137931034,False
nonrept,5,0.05634701382920412,0.06636049542296164,0.10238958530418511,0.13693153423288357,False
nonrept,6,0.008989710824297416,0.0674471589185963,0.10238958530418511,0.8150924537731135,False
nonrept,7,0.05326102958180835,0.06732402712811936,0.10238958530418511,0.14392803598200898,False
nonrept,8,0.08363093434735804,0.06671641759934488,0.10238958530418511,0.005997001499250375,True
